,BD1,BD2
523,0.015625,0.015625
524,0.015625,0.015625
525,0.015625,0.015625
526,-0.015625,0.015625
527,0.015625,0.015625
528,0.015625,0.015625
529,0.015625,-0.015625
530,0.015625,0.015625
531,-0.015625,0.015625
532,0.015625,-0.015625
533,0.015625,-0.015625
534,0.015625,-0.015625
535,0.015625,0.015625
536,0.015625,0.015625
537,0.015625,-0.015625
538,0.015625,-0.015625
539,-0.015625,0.015625
540,-0.015625,-0.015625
541,-0.015625,-0.015625
542,-0.015625,0.015625
543,0.015625,-0.015625
544,-0.015625,-0.015625
545,-0.015625,0.015625
546,0.015625,0.015625
547,0.015625,0.015625
548,-0.015625,-0.015625
549,-0.015625,0.015625
550,-0.015625,-0.015625
551,0.015625,0.015625
552,0.015625,0.015625
553,-0.015625,0.015625
554,-0.015625,0.015625
555,0.015625,-0.015625
556,0.015625,-0.015625
557,0.015625,0.015625
558,0.015625,-0.015625
559,0.015625,-0.015625
560,0.015625,0.015625
561,-0.015625,0.015625
562,0.015625,-0.015625
563,0.015625,0.015625
564,-0.015625,0.015625
565,0.015625,0.015625
566,0.015625,0.015625
567,0.015625,0.015625
568,0.015625,0.015625
569,0.015625,0.015625
570,-0.015625,0.015625
571,0.015625,0.015625
572,0.015625,-0.015625
573,0.015625,0.015625
574,0.015625,-0.015625
575,-0.015625,0.015625
576,0.015625,0.015625
577,0.015625,0.015625
578,-0.015625,0.015625
579,0.015625,0.015625
580,0.015625,0.015625
581,0.015625,0.015625
582,0.015625,-0.015625
583,-0.015625,0.015625
584,-0.015625,0.015625
585,0.015625,0.015625
586,-0.015625,0.015625
587,0.015625,0.015625
588,-0.015625,0.015625
589,0.015625,0.015625
590,-0.015625,0.015625
591,-0.015625,0.015625
592,0.015625,0.015625
593,0.015625,0.015625
594,-0.015625,-0.015625
595,0.015625,0.015625
596,0.015625,-0.015625
597,0.015625,0.015625
598,0.015625,0.015625
599,0.015625,0.015625
600,0.015625,-0.015625
601,0.015625,-0.015625
602,0.015625,0.015625
603,-0.015625,-0.015625
604,-0.015625,0.015625
605,-0.015625,-0.015625
606,-0.015625,-0.015625
607,-0.015625,-0.015625
608,-0.015625,0.015625
609,-0.015625,-0.015625
610,0.015625,-0.015625
611,0.015625,-0.015625
612,0.015625,0.015625
613,-0.015625,0.015625
614,0.015625,-0.015625
615,0.015625,-0.015625
616,-0.015625,0.015625
617,0.015625,0.015625
618,-0.015625,0.015625
619,-0.015625,0.015625
620,0.015625,-0.015625
621,0.015625,0.015625
622,0.015625,0.015625
623,-0.015625,0.015625
624,-0.015625,0.015625
625,-0.015625,0.015625
626,-0.015625,-0.015625
627,0.015625,-0.015625
628,-0.015625,0.015625
629,0.015625,0.015625
630,-0.015625,0.015625
631,0.015625,0.015625
632,0.015625,0.015625
633,0.015625,0.015625
634,0.015625,0.015625
635,0.015625,0.015625
636,0.015625,0.015625
637,0.015625,-0.015625
638,-0.015625,0.015625
639,0.015625,0.015625
640,0.015625,0.015625
641,0.015625,0.015625
642,0.015625,0.015625
643,-0.015625,0.015625
644,-0.015625,0.015625
645,0.015625,-0.015625
646,-0.015625,-0.015625
647,-0.015625,0.015625
648,0.015625,0.015625
649,-0.015625,0.015625
650,0.015625,0.015625
651,0.015625,0.015625
652,-0.015625,0.015625
653,0.015625,0.015625
654,-0.015625,0.015625
655,0.015625,0.015625
656,-0.015625,-0.015625
657,0.015625,-0.015625
658,-0.015625,0.015625
659,-0.015625,-0.015625
660,0.015625,0.015625
661,0.015625,0.015625
662,0.015625,0.015625
663,0.015625,0.015625
664,0.015625,-0.015625
665,0.015625,-0.015625
666,0.015625,-0.015625
667,0.015625,-0.015625
668,0.015625,-0.015625
669,-0.015625,0.015625
670,-0.015625,-0.015625
671,-0.015625,-0.015625
672,-0.015625,0.015625
673,-0.015625,0.015625
674,-0.015625,0.015625
675,-0.015625,-0.015625
676,-0.015625,-0.015625
677,0.015625,-0.015625
678,-0.015625,0.015625
679,0.015625,-0.015625
680,0.015625,0.015625
681,0.015625,-0.015625
682,0.015625,-0.015625
683,0.015625,-0.015625
684,-0.015625,0.015625
685,0.015625,0.015625
686,-0.015625,-0.015625
687,-0.015625,-0.015625
688,0.015625,0.015625
689,-0.015625,0.015625
690,-0.015625,-0.015625
691,0.015625,-0.015625
692,-0.015625,0.015625
693,-0.015625,0.015625
694,-0.015625,0.015625
695,-0.015625,0.015625
696,0.015625,0.015625
697,0.015625,0.015625
698,0.015625,0.015625
699,0.015625,0.015625
700,-0.015625,0.015625
701,0.015625,0.015625
702,0.015625,-0.015625
703,0.015625,-0.015625
704,0.015625,0.015625
705,0.015625,0.015625
706,0.015625,0.015625
707,-0.015625,0.015625
708,0.015625,0.015625
709,0.015625,0.015625
710,-0.015625,-0.015625
711,-0.015625,0.015625
712,-0.015625,0.015625
713,0.015625,0.015625
714,0.015625,0.015625
715,0.015625,0.015625
716,-0.015625,0.015625
717,-0.015625,0.015625
718,0.015625,0.015625
719,0.015625,0.015625
720,0.015625,-0.015625
721,0.015625,0.015625
722,0.015625,-0.015625
723,0.015625,0.015625
724,0.015625,0.015625
725,0.015625,0.015625
726,0.015625,0.015625
727,0.015625,0.015625
728,-0.015625,0.015625
729,-0.015625,-0.015625
730,0.015625,-0.015625
731,-0.015625,0.015625
732,-0.015625,0.015625
733,0.015625,0.015625
734,0.015625,-0.015625
735,-0.015625,-0.015625
736,0.015625,-0.015625
737,-0.015625,0.015625
738,-0.015625,-0.015625
739,0.015625,-0.015625
740,-0.015625,-0.015625
741,0.015625,-0.015625
742,-0.015625,-0.015625
743,-0.015625,0.015625
744,0.015625,0.015625
745,0.015625,0.015625
746,0.015625,0.015625
747,-0.015625,0.015625
748,0.015625,0.015625
749,0.015625,-0.015625
750,-0.015625,-0.015625
751,-0.015625,0.015625
752,0.015625,0.015625
753,-0.015625,0.015625
754,0.015625,0.015625
755,0.015625,-0.015625
756,0.015625,0.015625
757,-0.015625,0.015625
758,-0.015625,0.015625
759,0.015625,0.015625
760,0.015625,0.015625
761,0.015625,0.015625
762,0.015625,0.015625
763,0.015625,0.015625
764,0.015625,0.015625
765,0.015625,0.015625
766,0.015625,-0.015625
767,0.015625,-0.015625
768,0.015625,0.015625
769,0.015625,0.015625
770,0.015625,0.015625
771,-0.015625,0.015625
772,0.015625,-0.015625
773,-0.015625,-0.015625
774,0.015625,0.015625
775,0.015625,0.015625
776,0.015625,0.015625
777,0.015625,0.015625
778,-0.015625,0.015625
779,-0.015625,0.015625
780,-0.015625,0.015625
781,-0.015625,0.015625
782,-0.015625,0.015625
783,0.015625,-0.015625
784,0.015625,-0.015625
785,-0.015625,-0.015625
786,-0.015625,0.015625
787,0.015625,0.015625
788,0.015625,0.015625
789,-0.015625,0.015625
790,0.015625,0.015625
791,0.015625,-0.015625
792,-0.015625,-0.015625
793,-0.015625,0.015625
794,-0.015625,0.015625
795,0.015625,-0.015625
796,-0.015625,0.015625
797,-0.015625,0.015625
798,-0.015625,-0.015625
799,-0.015625,-0.015625
800,-0.015625,0.015625
801,-0.015625,-0.015625
802,-0.015625,-0.015625
803,-0.015625,-0.015625
804,-0.015625,0.015625
805,-0.015625,0.015625
806,0.015625,0.015625
807,-0.015625,0.015625
808,0.015625,0.015625
809,0.015625,0.015625
810,0.015625,0.015625
811,-0.015625,0.015625
812,-0.015625,0.015625
813,-0.015625,-0.015625
814,-0.015625,0.015625
815,-0.015625,0.015625
816,-0.015625,-0.015625
817,-0.015625,0.015625
818,-0.015625,-0.015625
819,-0.015625,0.015625
820,0.015625,0.015625
821,-0.015625,0.015625
822,-0.015625,0.015625
823,-0.015625,0.015625
824,0.015625,0.015625
825,0.015625,0.015625
826,0.015625,0.015625
827,0.015625,0.015625
828,-0.015625,-0.015625
829,0.015625,0.015625
830,0.015625,0.015625
831,0.015625,-0.015625
832,0.015625,0.015625
833,0.015625,0.015625
834,0.015625,0.015625
835,-0.015625,-0.015625
836,-0.015625,-0.015625
837,0.015625,0.015625
838,-0.015625,-0.015625
839,0.015625,-0.015625
840,-0.015625,-0.015625
841,0.015625,0.015625
842,-0.015625,0.015625
843,-0.015625,0.015625
844,0.015625,-0.015625
845,0.015625,0.015625
846,-0.015625,-0.015625
847,0.015625,0.015625
848,0.015625,-0.015625
849,0.015625,-0.015625
850,0.015625,-0.015625
851,0.015625,0.015625
852,0.015625,0.015625
853,0.015625,0.015625
854,-0.015625,0.015625
855,0.015625,0.015625
856,0.015625,-0.015625
857,-0.015625,-0.015625
858,-0.015625,-0.015625
859,-0.015625,0.015625
860,-0.015625,-0.015625
861,0.015625,-0.015625
862,0.015625,0.015625
863,-0.015625,0.015625
864,-0.015625,-0.015625
865,0.015625,-0.015625
866,-0.015625,-0.015625
867,-0.015625,-0.015625
868,0.015625,0.015625
869,-0.015625,0.015625
870,0.015625,0.015625
871,0.015625,0.015625
872,0.015625,0.015625
873,0.015625,0.015625
874,0.015625,0.015625
875,-0.015625,0.015625
876,-0.015625,0.015625
877,-0.015625,-0.015625
878,-0.015625,0.015625
879,0.015625,-0.015625
880,-0.015625,-0.015625
881,-0.015625,-0.015625
882,-0.015625,-0.015625
883,-0.015625,-0.015625
884,0.015625,0.015625
885,-0.015625,0.015625
886,-0.015625,0.015625
887,0.015625,0.015625
888,0.015625,0.015625
889,0.015625,0.015625
890,0.015625,0.015625
891,0.015625,0.015625
892,0.015625,-0.015625
893,0.015625,-0.015625
894,0.015625,-0.015625
895,0.015625,0.015625
896,0.015625,-0.015625
897,0.015625,0.015625
898,0.015625,-0.015625
899,-0.015625,0.015625
900,0.015625,-0.015625
901,-0.015625,-0.015625
902,0.015625,-0.015625
903,-0.015625,-0.015625
904,0.015625,-0.015625
905,-0.015625,-0.015625
906,-0.015625,0.015625
907,0.015625,0.015625
908,0.015625,-0.015625
909,-0.015625,-0.015625
910,0.015625,0.015625
911,0.015625,-0.015625
912,0.015625,0.015625
913,0.015625,-0.015625
914,0.015625,-0.015625
915,0.015625,-0.015625
916,-0.015625,0.015625
917,-0.015625,-0.015625
918,-0.015625,-0.015625
919,-0.015625,-0.015625
920,0.015625,-0.015625
921,-0.015625,-0.015625
922,-0.015625,-0.015625
923,0.015625,-0.015625
924,-0.015625,0.015625
925,0.015625,0.015625
926,-0.015625,-0.015625
927,0.015625,0.015625
928,-0.015625,-0.015625
929,-0.015625,0.015625
930,-0.015625,-0.015625
931,0.015625,-0.015625
932,0.015625,0.015625
933,-0.015625,0.015625
934,-0.015625,0.015625
935,0.015625,0.015625
936,-0.015625,0.015625
937,0.015625,0.015625
938,-0.015625,0.015625
939,-0.015625,0.015625
940,-0.015625,0.015625
941,-0.015625,-0.015625
942,0.015625,-0.015625
943,-0.015625,-0.015625
944,-0.015625,-0.015625
945,-0.015625,0.015625
946,-0.015625,-0.015625
947,-0.015625,-0.015625
948,-0.015625,-0.015625
949,0.015625,0.015625
950,-0.015625,0.015625
951,0.015625,0.015625
952,-0.015625,0.015625
953,-0.015625,0.015625
954,0.015625,0.015625
955,0.015625,0.015625
956,0.015625,0.015625
957,0.015625,-0.015625
958,0.015625,0.015625
959,0.015625,0.015625
960,0.015625,-0.015625
961,0.015625,-0.015625
962,0.015625,0.015625
963,-0.015625,-0.015625
964,-0.015625,-0.015625
965,-0.015625,-0.015625
966,0.015625,-0.015625
967,0.015625,0.015625
968,-0.015625,-0.015625
969,0.015625,-0.015625
970,0.015625,-0.015625
971,-0.015625,-0.015625
972,-0.015625,-0.015625
973,-0.015625,0.015625
974,0.015625,-0.015625
975,0.015625,-0.015625
976,0.015625,-0.015625
977,0.015625,0.015625
978,0.015625,0.015625
979,0.015625,0.015625
980,0.015625,0.015625
981,-0.015625,-0.015625
982,0.015625,0.015625
983,-0.015625,-0.015625
984,-0.015625,0.015625
985,0.015625,-0.015625
986,-0.015625,0.015625
987,-0.015625,-0.015625
988,-0.015625,-0.015625
989,-0.015625,-0.015625
990,0.015625,-0.015625
991,0.015625,-0.015625
992,-0.015625,-0.015625
993,0.015625,0.015625
994,0.015625,0.015625
995,-0.015625,-0.015625
996,-0.015625,-0.015625
997,-0.015625,0.015625
998,-0.015625,0.015625
999,-0.015625,0.015625
1000,0.015625,0.015625
1001,0.015625,0.015625
1002,-0.015625,0.015625
1003,0.015625,0.015625
1004,0.015625,0.015625
1005,-0.015625,0.015625
1006,-0.015625,-0.015625
1007,-0.015625,0.015625
1008,-0.015625,0.015625
1009,-0.015625,0.015625
1010,0.015625,-0.015625
1011,-0.015625,-0.015625
1012,0.015625,-0.015625
1013,-0.015625,0.015625
1014,-0.015625,0.015625
1015,-0.015625,0.015625
1016,-0.015625,0.015625
1017,0.015625,0.015625
1018,0.015625,0.015625
1019,0.015625,-0.015625
1020,0.015625,-0.015625
1021,0.015625,0.015625
1022,0.015625,-0.015625
1023,0.015625,-0.015625
1024,-0.015625,0.015625
1025,-0.015625,0.015625
1026,0.015625,-0.015625
1027,-0.015625,-0.015625
1028,0.015625,0.015625
1029,-0.015625,-0.015625
1030,0.015625,-0.015625
1031,0.015625,-0.015625
1032,-0.015625,-0.015625
1033,-0.015625,0.015625
1034,-0.015625,-0.015625
1035,0.015625,-0.015625
1036,0.015625,-0.015625
1037,-0.015625,0.015625
1038,0.015625,0.015625
1039,0.015625,0.015625
1040,0.015625,-0.015625
1041,0.015625,0.015625
1042,0.015625,-0.015625
1043,0.015625,-0.015625
1044,-0.015625,0.015625
1045,0.015625,0.015625
1046,0.015625,0.015625
1047,0.015625,0.015625
1048,0.015625,-0.015625
1049,0.015625,-0.015625
1050,0.015625,-0.015625
1051,0.015625,0.015625
1052,0.015625,-0.015625
1053,0.015625,-0.015625
1054,0.015625,-0.015625
1055,0.015625,-0.015625
1056,0.015625,0.015625
1057,0.015625,-0.015625
1058,-0.015625,0.015625
1059,-0.015625,0.015625
1060,0.015625,0.015625
1061,0.015625,0.015625
1062,0.015625,0.015625
1063,-0.015625,0.015625
1064,0.015625,0.015625
1065,0.015625,0.015625
1066,0.015625,0.015625
1067,-0.015625,0.015625
1068,-0.015625,-0.015625
1069,-0.015625,0.015625
1070,-0.015625,0.015625
1071,-0.015625,-0.015625
1072,0.015625,0.015625
1073,-0.015625,0.015625
1074,0.015625,0.015625
1075,0.015625,0.015625
1076,-0.015625,-0.015625
1077,-0.015625,-0.015625
1078,-0.015625,0.015625
1079,0.015625,0.015625
1080,0.015625,0.015625
